episode,scene_num,sequence,place,type,actor,dialogue
2,8,54,SENATE BUILDING,INT,JAR JAR,Obi! Obi! Obi! Mesa sooo smilen to see'en yousa. Wahoooooo!
2,8,55,SENATE BUILDING,INT,OBI-WAN,"It's Good to see you, too, Jar Jar."
2,8,56,SENATE BUILDING,INT,JAR JAR,"Oops! Wheresa mesa manners? Excuse me, Master Obi-Wan. I completely forgot myself for a moment there. I have had to learn Diplodiaclect... speak it like a native now. Don't really see the point, actually, but members of the Senate seem to prefer it..."
2,8,57,SENATE BUILDING,INT,JAR JAR,"...and this, I take it, is your apprentice... Nooooooooo! Annie? Noooooooo! Little Bitty Annie? Nooooooo! Yousa so biggen! Yiyiyiyyi! Annie!! Mesa no believen."
2,8,58,SENATE BUILDING,INT,ANAKIN,"Hi, Jar Jar."
2,8,59,SENATE BUILDING,INT,JAR JAR,Annie! Annie! Yiyiyiyiyiyiiii!
2,9,60,SENATE BUILDING,INT,JAR JAR,"Lookie... lookie... Oops!... Oh, dear, I'm afraid I've forgotten myself again."
2,9,61,SENATE BUILDING,INT,OBI-WAN,"It's a great pleasure to see you again, M'Lady."
2,9,62,SENATE BUILDING,INT,PADMÉ,It has been far too long Master Kenobi. I'm so glad our paths have crossed again... but I must warn you that I think your presence here is unnecessary.
2,9,63,SENATE BUILDING,INT,OBI-WAN,I'm sure the Jedi Council have their reasons.
2,9,64,SENATE BUILDING,INT,PADMÉ,Annie?? My goodness you've grown.
2,9,65,SENATE BUILDING,INT,ANAKIN,"So have you... grown more beautiful, I mean... and much shorter... for a Senator, I mean."
2,9,66,SENATE BUILDING,INT,PADMÉ,"Oh Annie, you'll always be that little boy I knew on Tatooine."
2,9,67,SENATE BUILDING,INT,OBI-WAN,"Our presence will be invisible, M'Lady."
2,9,68,SENATE BUILDING,INT,CAPTAIN TYPHO,"I am very grateful you are here, Master Kenobi. The situation is more dangerous than the Senator will admit."
2,9,69,SENATE BUILDING,INT,PADMÉ,"I don't need more security, I need answers. I want to know who is trying to kill me."
2,9,70,SENATE BUILDING,INT,OBI-WAN,"We're here to protect you Senator, not to start an investigation."
2,9,71,SENATE BUILDING,INT,ANAKIN,"We will find out who is trying to kill you Padmé, I promise you."
2,9,72,SENATE BUILDING,INT,OBI-WAN,"We are not going to exceed our mandate, my young Padawan learner."
2,9,73,SENATE BUILDING,INT,ANAKIN,"I meant in the interest of protecting her, Master, of course."
2,9,74,SENATE BUILDING,INT,OBI-WAN,"We are not going through this exercise again, Anakin. You will pay attention to my lead."
2,9,75,SENATE BUILDING,INT,ANAKIN,Why?
2,9,76,SENATE BUILDING,INT,OBI-WAN,What??!!
2,9,77,SENATE BUILDING,INT,ANAKIN,"Why else do you think we were assigned to her, if not to find the killer? Protection is a job for local security... not Jedi. It's overkill, Master. Investigation is implied in our mandate."
2,9,78,SENATE BUILDING,INT,OBI-WAN,"We will do as the Council has instructed, and you will learn your place, young one."
2,9,79,SENATE BUILDING,INT,PADMÉ,"Perhaps with merely your presence, the mysteries surrounding this threat will be revealed.  Now if you will excuse me I will retire."
2,9,80,SENATE BUILDING,INT,CAPTAIN TYPHO,"Well, I know I feel a lot better having you here. I'll have an officer on every floor and I'll be at the command centre downstairs."
2,9,81,SENATE BUILDING,INT,JAR JAR,"Mesa busten wit happiness seein Yousa again, Annie. Deesa bad times, bombad times."
2,9,82,SENATE BUILDING,INT,ANAKIN,"She didn't even recognise me, Jar Jar. I thought about her every day since we parted... and she's forgotten me completely."
2,9,83,SENATE BUILDING,INT,JAR JAR,Shesa happy. Happier den mesa see-en her in longo time.
2,9,84,SENATE BUILDING,INT,OBI-WAN,"Anakin, you're focusing on the Negative again. Be mindful of your thoughts. She was glad to see us. Now lets check the security here."
2,9,85,SENATE BUILDING,INT,ANAKIN,"Yes, my master."
2,11,86,JEDI TEMPLE,INT,MACE WINDU,Why couldn't we see this attack on the Senator?
2,11,87,JEDI TEMPLE,INT,YODA,"Masking the future, is this disturbance in the Force."
2,11,88,JEDI TEMPLE,INT,MACE WINDU,"The propecy is coming true, the Dark Side is growing."
2,11,89,JEDI TEMPLE,INT,YODA,And only those who have turned to the Dark Side can sense the possibilities of the future. Only going through the Dark Side can we see.
2,11,90,JEDI TEMPLE,INT,MACE WINDU,"It's been ten years, and the Sith still have no shown themselves. Do you think they are behind this?"
2,11,91,JEDI TEMPLE,INT,YODA,"...Out there, they are. A certainty that is."
2,11,92,JEDI TEMPLE,INT,MACE WINDU,Do you think Obi-Wan's apprentice will be able to bring balance to the Force?
2,11,93,JEDI TEMPLE,INT,YODA,Only if he chooses to follow his destiny.
2,13,94,SENATE BUILDING,INT,OBI-WAN,Captain Typho has more than enough men downstairs. No assassin will try that way. Any activity up here?
2,13,95,SENATE BUILDING,INT,ANAKIN,Quiet as a tomb. I don't like just waiting here for something to happen to her.
2,13,96,SENATE BUILDING,INT,OBI-WAN,What's going on?
2,13,97,SENATE BUILDING,INT,ANAKIN,She covered that camera. I don't think she liked me watching her.
2,13,98,SENATE BUILDING,INT,OBI-WAN,What is she thinking?
2,13,99,SENATE BUILDING,INT,ANAKIN,She programmed Artoo to warn us if there's an intruder.
2,13,100,SENATE BUILDING,INT,OBI-WAN,It's not an intruder I'm worried about. There are many other ways to kill a Senator.
2,13,101,SENATE BUILDING,INT,ANAKIN,"I know, but we also want to catch this assassin. Don't we, Master?"
2,13,102,SENATE BUILDING,INT,OBI-WAN,You're using her as bait??
2,13,103,SENATE BUILDING,INT,ANAKIN,It was her idea... No harm will come to her. I can sense everything going on in that room. Trust me.
2,13,104,SENATE BUILDING,INT,OBI-WAN,"It's too risky... and your senses aren't that attuned, young apprentice."
2,13,105,SENATE BUILDING,INT,ANAKIN,And yours are?
2,13,106,SENATE BUILDING,INT,OBI-WAN,Possibly.
2,15,107,SENATE BUILDING,INT,OBI-WAN,You look tired.
2,15,108,SENATE BUILDING,INT,ANAKIN,"I don't sleep well, anymore."
2,15,109,SENATE BUILDING,INT,OBI-WAN,Because of your mother?
2,15,110,SENATE BUILDING,INT,ANAKIN,I don't know why I keep dreaming About her now. I haven't seen her since I was little.
2,15,111,SENATE BUILDING,INT,OBI-WAN,Dreams pass in time.
2,15,112,SENATE BUILDING,INT,ANAKIN,I'd rather dream of Padmé. Just Being around her again is... intoxicating.
2,15,113,SENATE BUILDING,INT,OBI-WAN,"Mind your thoughts, Anakin, they betray you. You've made a commitment to the Jedi order... a commitment not easily broken... and don't forget she's a politician. They're not to be trusted."
2,15,114,SENATE BUILDING,INT,ANAKIN,"She's not like the others in the Senate, Master."
2,15,115,SENATE BUILDING,INT,OBI-WAN,It's been my experience that Senators are only focused on pleasing those who fund their campaigns... and they are more than willing to forget the niceties of democracy to get those funds.
2,15,116,SENATE BUILDING,INT,ANAKIN,"Not another lecture, Master. Not on the economics of politics.... It's too early in the morning... and besides, you're generalising. The Chancellor doesn't appear to be corrupt."
2,15,117,SENATE BUILDING,INT,OBI-WAN,"Palpatine's a politician, I've observed that he is very clever at following the passions and prejudices of the Senators."
2,15,118,SENATE BUILDING,INT,ANAKIN,I think he is a good man. My instincts are very positive about...
2,15,119,SENATE BUILDING,INT,OBI-WAN,"I sense it, too."
2,18,120,SENATE BUILDING,INT,ANAKIN,Stay here!
2,21,121,CITYSCAPE,EXT,OBI-WAN,I have a bad feeling about this.
2,21,122,CITYSCAPE,EXT,ANAKIN,That was wacky! I almost lost you in the traffic.
2,21,123,CITYSCAPE,EXT,OBI-WAN,What took you so long?
2,21,124,CITYSCAPE,EXT,ANAKIN,"Oh, you know, Master, I couldn't find a speeder I really liked, with an open cockpit... and with the right speed capabilities... and then you know I had to get a really gonzo color..."
2,21,125,CITYSCAPE,EXT,OBI-WAN,"If you'd spend as much time working on your saber skills as you do on your wit, young Padawan, you would rival Master Yoda as a swordsman."
2,21,126,CITYSCAPE,EXT,ANAKIN,I thought I already did.
2,21,127,CITYSCAPE,EXT,OBI-WAN,"Only in your mind, my very young apprentice. Careful!! Hey, easy!!"
2,21,128,CITYSCAPE,EXT,ANAKIN,"Sorry, I forgot you don't like flying, Master."
2,21,129,CITYSCAPE,EXT,OBI-WAN,I don't mind flying... but what you're doing is suicide!
2,21,130,CITYSCAPE,EXT,ANAKIN,"Master, you know I've been flying since before I could walk. I'm very good at this."
2,21,131,CITYSCAPE,EXT,OBI-WAN,Just slow down!
2,21,132,CITYSCAPE,EXT,OBI-WAN,Wait! Don't go in there!
2,21,133,CITYSCAPE,EXT,OBI-WAN,You know I don't like it when you do that!
2,21,134,CITYSCAPE,EXT,ANAKIN,"Sorry, Master. Don't worry, this guy's gonna kill himself any minute now!"
2,21,135,CITYSCAPE,EXT,OBI-WAN,What are you doing? He's gonna blast me!
2,21,136,CITYSCAPE,EXT,ANAKIN,Right - this isn't working.
2,21,137,CITYSCAPE,EXT,OBI-WAN,That was too close!
2,21,138,CITYSCAPE,EXT,ANAKIN,Clear that!
2,21,139,CITYSCAPE,EXT,OBI-WAN,What??
2,21,140,CITYSCAPE,EXT,ANAKIN,Clear the flag! We're losing power! Hurry!
2,21,141,CITYSCAPE,EXT,OBI-WAN,Whooooaaa! Don't do that! I don't  like it when you do that!
2,21,142,CITYSCAPE,EXT,ANAKIN,"So sorry, Master."
2,21,143,CITYSCAPE,EXT,OBI-WAN,It's dangerous near those power couplings! Slow down! Don't go through there!
2,21,144,CITYSCAPE,EXT,OBI-WAN,"Yiiii, what are you doing?"
2,21,145,CITYSCAPE,EXT,ANAKIN,"Sorry, Master!"
2,21,146,CITYSCAPE,EXT,OBI-WAN,"Oh, that was good..."
2,21,147,CITYSCAPE,EXT,ANAKIN,That was crazy!!!
2,21,148,CITYSCAPE,EXT,ANAKIN,"Ahh, damn."
2,21,149,CITYSCAPE,EXT,OBI-WAN,Stop!!
2,21,150,CITYSCAPE,EXT,ANAKIN,"No, we can make it."
2,21,151,CITYSCAPE,EXT,OBI-WAN,I'm crazy... I'm crazy... I'm crazy.
2,21,152,CITYSCAPE,EXT,ANAKIN,But it worked... we made it.
2,21,153,CITYSCAPE,EXT,OBI-WAN,It didn't work... we've stalled! And you almost got us killed!
2,21,154,CITYSCAPE,EXT,ANAKIN,I think we're still alive.
2,21,155,CITYSCAPE,EXT,OBI-WAN,It was stupid!
2,21,156,CITYSCAPE,EXT,ANAKIN,I could have made it...
2,21,157,CITYSCAPE,EXT,OBI-WAN,But you didn't!!! And now we've lost him.
2,21,158,CITYSCAPE,EXT,ANAKIN,No we didnt...
2,21,159,CITYSCAPE,EXT,OBI-WAN,"Where are you going?! He went down there, the other way."
2,21,160,CITYSCAPE,EXT,ANAKIN,This is a shortcut... I think.
2,21,161,CITYSCAPE,EXT,OBI-WAN,"What do you mean, You think? What kind of shortcut?! He went completely the other way! Youve lost him!"
2,21,162,CITYSCAPE,EXT,ANAKIN,"Master, if we keep this chase going, that creeps gonna end up deep fried. Personally, Id very much like to find out who in the hell he is and who hes working for..."
2,21,163,CITYSCAPE,EXT,OBI-WAN,"Oh, so thats why were going in the wrong direction."
2,21,164,CITYSCAPE,EXT,OBI-WAN,"Well, you lost him."
2,21,165,CITYSCAPE,EXT,ANAKIN,"Im deeply sorry, Master."
2,21,166,CITYSCAPE,EXT,ANAKIN,Excuse me for a moment.
2,22,167,ENTERTAINMENT STREET,EXT,OBI-WAN,Anakin!
2,22,168,ENTERTAINMENT STREET,EXT,ANAKIN,"She went into that club, Master."
2,22,169,ENTERTAINMENT STREET,EXT,OBI-WAN,Patience.
2,22,170,ENTERTAINMENT STREET,EXT,OBI-WAN,Here. Next time try not to lose it.
2,22,171,ENTERTAINMENT STREET,EXT,ANAKIN,"Sorry, Master."
2,22,172,ENTERTAINMENT STREET,EXT,OBI-WAN,A Jedi's saber is his most precious possession.
2,22,173,ENTERTAINMENT STREET,EXT,ANAKIN,"Yes, Master."
2,22,174,ENTERTAINMENT STREET,EXT,OBI-WAN,He must keep it with him at all times.
2,22,175,ENTERTAINMENT STREET,EXT,ANAKIN,"I know, Master."
2,22,176,ENTERTAINMENT STREET,EXT,OBI-WAN,This weapon is your life!
2,22,177,ENTERTAINMENT STREET,EXT,ANAKIN,I've heard this lesson before...
2,22,178,ENTERTAINMENT STREET,EXT,OBI-WAN,"But, you haven't learned anything, Anakin."
2,22,179,ENTERTAINMENT STREET,EXT,ANAKIN,"I try, Master."
2,23,180,NIGHTCLUB,INT,OBI-WAN,Why do I think you are going to be the death of me?!
2,23,181,NIGHTCLUB,INT,ANAKIN,Don't say that Master... You're the closest thing I have to a father... I love you. I don't want to cause you pain.
2,23,182,NIGHTCLUB,INT,OBI-WAN,Then why don't you listen to me?!
2,23,183,NIGHTCLUB,INT,ANAKIN,"I will. I'll do better, I promise."
2,23,184,NIGHTCLUB,INT,OBI-WAN,Do you see him him?
2,23,185,NIGHTCLUB,INT,ANAKIN,I think he's a she...
2,23,186,NIGHTCLUB,INT,OBI-WAN,Then be extra careful... Check it out.
2,23,187,NIGHTCLUB,INT,ANAKIN,"Where are you going, Master?"
2,23,188,NIGHTCLUB,INT,OBI-WAN,To get a drink.
2,23,189,NIGHTCLUB,INT,ELAN SLEAZEBAGGANO,Wanna buy some death sticks?
2,23,190,NIGHTCLUB,INT,OBI-WAN,You don't want to sell me death- sticks.
2,23,191,NIGHTCLUB,INT,ELAN,I don't want to sell you death- sticks.
2,23,192,NIGHTCLUB,INT,OBI-WAN,You want to go home and rethink your life.
2,23,193,NIGHTCLUB,INT,ELAN,I want to go home and rethink my life.
2,23,194,NIGHTCLUB,INT,ANAKIN,Easy... Official business. Go back to your drinks.
2,24,195,ALLEY OUTSIDE NIGHTCLUB,EXT,OBI-WAN,Do you know who it was you were trying to kill?
2,24,196,ALLEY OUTSIDE NIGHTCLUB,EXT,ZAM WESSEL,The Senator from Naboo.
2,24,197,ALLEY OUTSIDE NIGHTCLUB,EXT,OBI-WAN,Who hired you?
2,24,198,ALLEY OUTSIDE NIGHTCLUB,EXT,ZAM WESSEL,It was just a job.
2,24,199,ALLEY OUTSIDE NIGHTCLUB,EXT,ANAKIN,Tell us!
2,24,200,ALLEY OUTSIDE NIGHTCLUB,EXT,ZAM WESSEL,"That Senator's gonna die soon anyway, and the next one won't make the same mistake I did..."
2,24,201,ALLEY OUTSIDE NIGHTCLUB,EXT,OBI-WAN,This wound's going to need treatment.
2,24,202,ALLEY OUTSIDE NIGHTCLUB,EXT,ANAKIN,Who hired you? Tell us... tell us now!
2,24,203,ALLEY OUTSIDE NIGHTCLUB,EXT,ZAM,It was a Bounty Hunter called...
2,24,204,ALLEY OUTSIDE NIGHTCLUB,EXT,OBI-WAN,Toxic Dart...
2,25,205,SENATE BUILDING,INT,PADMÉ,Representative Binks. I know I can count on you.
2,25,206,SENATE BUILDING,INT,JAR JAR,Yousa betchen mesa bottums.
2,25,207,SENATE BUILDING,INT,PADMÉ,What?!
2,25,208,SENATE BUILDING,INT,JAR JAR,"Oh, pardone-ay, Senator. I mean, I am honoured to accept this heavy burden. I take on this responsibility with deep humility tinged with an overwhelming pride. It is not every day that I am called upon to..."
2,25,209,SENATE BUILDING,INT,PADMÉ,"You're a good friend, Jar Jar. I don't wish to hold you up. I'm sure you have a great deal to do."
2,25,210,SENATE BUILDING,INT,JAR JAR,"Of course, M'lady."
2,25,211,SENATE BUILDING,INT,PADMÉ,I do not like this idea of hiding.
2,25,212,SENATE BUILDING,INT,ANAKIN,"Don't worry. Now that the Council has ordered an investigation, it won't take Master Obi-Wan long to find that bounty hunter."
2,25,213,SENATE BUILDING,INT,PADMÉ,"I haven't worked for a year to defeat the ""Military Creation Act"" not to be here when its fate is decided."
2,25,214,SENATE BUILDING,INT,ANAKIN,Sometimes we have to let go of our pride and do what is requested of us.
2,25,215,SENATE BUILDING,INT,PADMÉ,"Pride?!? Annie, you're young, and you don't have a very firm grip on politics. I suggest you reserve your opinions for some other time."
2,25,216,SENATE BUILDING,INT,ANAKIN,"Sorry, M'lady. I was only trying to..."
2,25,217,SENATE BUILDING,INT,PADMÉ,Annie! No!
2,25,218,SENATE BUILDING,INT,ANAKIN,Please don't call me that.
2,25,219,SENATE BUILDING,INT,PADMÉ,What?
2,25,220,SENATE BUILDING,INT,ANAKIN,Annie...
2,25,221,SENATE BUILDING,INT,PADMÉ,"I've always called you that... it is your name, isn't it?"
2,25,222,SENATE BUILDING,INT,ANAKIN,It's Anakin. When you say Annie it's like I'm still a little boy... and I'm not.
2,25,223,SENATE BUILDING,INT,PADMÉ,"I'm sorry, Anakin. It's impossible to deny you've... ...that you've grown up."
2,25,224,SENATE BUILDING,INT,ANAKIN,Master Obi-Wan manages not to see it...
2,25,225,SENATE BUILDING,INT,PADMÉ,Mentors have a way of seeing more of our faults than we would like. It's the only way we grow.
2,25,226,SENATE BUILDING,INT,ANAKIN,"Don't get me wrong... Obi-Wan is a great mentor. As wise as Master Yoda and as powerful as Master Windu. I am truly thankful to be his apprentice. Only... although I'm a Padawan learner, in some ways... a lot of ways... I'm ahead of him. I'm ready for the trials. I know I am! He knows it too. He believes I'm too unpredictable... Other Jedi my age have gone through the trials and made it... I know I started my training late... but he won't let me move on."
2,25,227,SENATE BUILDING,INT,PADMÉ,That must be frustrating.
2,25,228,SENATE BUILDING,INT,ANAKIN,It's worse... he's overly critical. He never listens! He just doesn't understand! It's not fair!
2,25,229,SENATE BUILDING,INT,PADMÉ,"I'm sorry... You sounded exactly like that little boy I once knew, when he didn't get his way."
2,25,230,SENATE BUILDING,INT,ANAKIN,I'm not whining! I'm not.
2,25,231,SENATE BUILDING,INT,PADMÉ,I didn't say it to hurt you.
2,25,232,SENATE BUILDING,INT,ANAKIN,I know...
2,25,233,SENATE BUILDING,INT,PADME,Anakin...
2,25,234,SENATE BUILDING,INT,PADMÉ,Don't try to grow up too fast.
2,25,235,SENATE BUILDING,INT,ANAKIN,I am grown up. You said it yourself.
2,25,236,SENATE BUILDING,INT,PADMÉ,Please don't look at me like that.
2,25,237,SENATE BUILDING,INT,ANAKIN,Why not?
2,25,238,SENATE BUILDING,INT,PADMÉ,Because I can see what you're thinking.
2,25,239,SENATE BUILDING,INT,ANAKIN,"Ahh... so, you have Jedi powers too?"
2,25,240,SENATE BUILDING,INT,PADMÉ,It makes me feel uncomfortable.
2,25,241,SENATE BUILDING,INT,ANAKIN,"Sorry, M'lady."
2,27,242,CORUSCANT,INT,CAPTAIN TYPHO,"Be safe, m'lady."
2,27,243,CORUSCANT,INT,PADMÉ,"Thank you, Captain. Take good care of Dorme... the threat's on you two now."
2,27,244,CORUSCANT,INT,DORME,He'll be safe with me.
2,27,245,CORUSCANT,INT,PADMÉ,You'll be fine.
2,27,246,CORUSCANT,INT,DORME,"It's not me, M'Lady. I worry about you. What if they realise I'm not you?"
2,27,247,CORUSCANT,INT,PADMÉ,Then my Jedi protector will have to prove how grown up he is.
2,27,248,CORUSCANT,INT,OBI-WAN,"Anakin, you stay put on Naboo. Do not attract any attention. Do absolutely nothing without checking in with me or the Council."
2,27,249,CORUSCANT,INT,ANAKIN,"Yes, Master."
2,27,250,CORUSCANT,INT,OBI-WAN,"I will get to the bottom of this plot quickly, M'Lady. You'll be back here in no time."
2,27,251,CORUSCANT,INT,PADMÉ,"I will be most grateful for your speed, Master Jedi."
2,27,252,CORUSCANT,INT,ANAKIN,Time to go.
2,27,253,CORUSCANT,INT,PADMÉ,I know.
2,27,254,CORUSCANT,INT,OBI-WAN,May the Force be with you.
2,27,255,CORUSCANT,INT,ANAKIN,"May the Force be with you, Master."
2,27,256,CORUSCANT,INT,PADMÉ,"Suddenly, I'm afraid..."
2,27,257,CORUSCANT,INT,ANAKIN,I'm kinda scared too. This is my first assignment on my own.
2,27,258,CORUSCANT,INT,PADMÉ,There's nothing to worry about... we have Artoo with us.
2,27,259,CORUSCANT,INT,OBI-WAN,I hope he doesn't try anything foolish.
2,27,260,CORUSCANT,INT,CAPTAIN TYPHO,"I'd be more concerned about her doing something, than him."
2,30,261,JEDI TEMPLE,INT,PK-4,"Place the subject for analysis on the sensot tray, please."
2,30,262,JEDI TEMPLE,INT,OBI-WAN,It's a toxic dart. I need to know where it came from and who made it.
2,30,263,JEDI TEMPLE,INT,PK-4,"One moment, please."
2,30,264,JEDI TEMPLE,INT,PK-4,"As you can see on your screen, subject weapon does not exist in any known culture. Markings cannot be identified. Probablt self-made by a warrior not associated with any known society."
2,30,265,JEDI TEMPLE,INT,OBI-WAN,Excuse me? Could you try again please?
2,30,266,JEDI TEMPLE,INT,PK-4,"Master Jedi, our records are very thorough. they cover eight percent of the galaxy. If I can't tell you where it came from, nobody can."
2,30,267,JEDI TEMPLE,INT,OBI-WAN,"Thanks for your assistance! You may not be able to figure this out, but I think I know someone who might."
2,32,268,STARFREIGHTER,INT,SERVER,Keep moving! Keep moving!
2,32,269,STARFREIGHTER,INT,FOOD SERVER,Hey! No Droids!
2,32,270,STARFREIGHTER,INT,ANAKIN,"No, no, Mom, no..."
